original_country,original_city,original_date,description,country_modified_for_geo,city_modified_for_geo,date,sec_id,sec_name,id,glat,glon,gcity,gcountry,isGeocoded,split_added,original_line,start_time,end_time,start_time_form,end_time_form,elapsed_days
Peru,Lima,"June 6���8, 2010",Attended a meeting of the General Assembly of the Organization of American States.,Peru,Lima,,sec-28,Hillary Rodham Clinton,2800,-12.046374,-77.0427934,Lima District,Peru,1,,,1.2758E+12,1.27597E+12,Sun Jun 06 2010 00:00:00 GMT-0400 (EDT),Tue Jun 08 2010 00:00:00 GMT-0400 (EDT),2
Ecuador,Quito,8-Jun-10,Met with President Correa.,Ecuador,Quito,,sec-28,Hillary Rodham Clinton,2801,-0.1806532,-78.4678382,Quito,Ecuador,1,,,1.27597E+12,1.27606E+12,Tue Jun 08 2010 00:00:00 GMT-0400 (EDT),Wed Jun 09 2010 00:00:00 GMT-0400 (EDT),1
Colombia,Bogota,"June 8���9, 2010",Met with President Uribe.,Colombia,Bogota,,sec-28,Hillary Rodham Clinton,2802,4.7109886,-74.072092,Bogot��,Colombia,1,,,1.27597E+12,1.27606E+12,Tue Jun 08 2010 00:00:00 GMT-0400 (EDT),Wed Jun 09 2010 00:00:00 GMT-0400 (EDT),1
Barbados,Bridgetown,"June 9���10, 2010",Attended a meeting of the CARICOM Foreign Ministers and announced the Caribbean Basin Security Initiative.,Barbados,Bridgetown,,sec-28,Hillary Rodham Clinton,2803,13.1132219,-59.5988089,Bridgetown,Barbados,1,,,1.27606E+12,1.27614E+12,Wed Jun 09 2010 00:00:00 GMT-0400 (EDT),Thu Jun 10 2010 00:00:00 GMT-0400 (EDT),1
Ukraine,Kyiv,"July 1���2, 2010",Met with President Yanukovych and Foreign Minister Hryshchenko. Attended the second meeting of the U.S.-Ukraine Strategic Partnership.,Ukraine,Kyiv,,sec-28,Hillary Rodham Clinton,2804,50.4501,30.5234,Kiev,Ukraine,1,,,1.27796E+12,1.27804E+12,Thu Jul 01 2010 00:00:00 GMT-0400 (EDT),Fri Jul 02 2010 00:00:00 GMT-0400 (EDT),1
Poland,Krakow,"July 2���3, 2010",Met with Foreign Minister Sikorski. Commemorated the 10th anniversary of the founding of the Community of Democracies. Signed a ballistic missile defense agreement.,Poland,Krakow,,sec-28,Hillary Rodham Clinton,2805,50.0646501,19.9449799,Krak�_w,Poland,1,,,1.27804E+12,1.27813E+12,Fri Jul 02 2010 00:00:00 GMT-0400 (EDT),Sat Jul 03 2010 00:00:00 GMT-0400 (EDT),1
Azerbaijan,Baku,4-Jul-10,Met with President Aliyev and Foreign Minister Mammadyarov.,Azerbaijan,Baku,,sec-28,Hillary Rodham Clinton,2806,40.4092617,49.8670924,Baku,Azerbaijan,1,,,1.27822E+12,1.2783E+12,Sun Jul 04 2010 00:00:00 GMT-0400 (EDT),Mon Jul 05 2010 00:00:00 GMT-0400 (EDT),1
Armenia,Yerevan,"July 4���5, 2010",Met with President Sargsian and Foreign Minister Nalbandian and with civic leaders.,Armenia,Yerevan,,sec-28,Hillary Rodham Clinton,2807,40.1791857,44.4991029,Yerevan,Armenia,1,,,1.27822E+12,1.2783E+12,Sun Jul 04 2010 00:00:00 GMT-0400 (EDT),Mon Jul 05 2010 00:00:00 GMT-0400 (EDT),1
Georgia,Tbilisi,5-Jul-10,"Met with President Saakashvili, Foreign Minister Vashadze, and political and civil leaders.",Georgia,Tbilisi,,sec-28,Hillary Rodham Clinton,2808,41.7151377,44.827096,Tbilisi,Georgia,1,,,1.2783E+12,1.27839E+12,Mon Jul 05 2010 00:00:00 GMT-0400 (EDT),Tue Jul 06 2010 00:00:00 GMT-0400 (EDT),1
Pakistan,Islamabad,"July 18���19, 2010","Met with President Zardari, Prime Minister Gillani and Foreign Minister Qureshi. Attended a Strategic Dialogue meeting and announced a series of aid agreements. Promoted a trade agreement between Pakistan and Afghanistan.",Pakistan,Islamabad,,sec-28,Hillary Rodham Clinton,2809,33.7293882,73.0931461,Islamabad,Pakistan,1,,,1.27943E+12,1.27951E+12,Sun Jul 18 2010 00:00:00 GMT-0400 (EDT),Mon Jul 19 2010 00:00:00 GMT-0400 (EDT),1
Afghanistan,Kabul,"July 19���20, 2010",Met with President Karzai and attended an international conference on the future of Afghanistan.,Afghanistan,Kabul,,sec-28,Hillary Rodham Clinton,2810,34.5553494,69.207486,Kabul,Afghanistan,1,,,1.27951E+12,1.2796E+12,Mon Jul 19 2010 00:00:00 GMT-0400 (EDT),Tue Jul 20 2010 00:00:00 GMT-0400 (EDT),1
"Korea, Republic of","Seoul, Panmunjon","July 20���21, 2010","Commemorated the 60th anniversary of the Korean War. Visited the DMZ. With Secretary of Defense Gates, attended a 2+2 meeting with South Korea�۪s Foreign Minister and Minister of National Defense and with President Lee Myung-bak.","Korea, Republic of",Seoul,,sec-28,Hillary Rodham Clinton,2811,37.566535,126.9779692,Seoul,South Korea,1,,,1.2796E+12,1.27968E+12,Tue Jul 20 2010 00:00:00 GMT-0400 (EDT),Wed Jul 21 2010 00:00:00 GMT-0400 (EDT),1
Vietnam,Hanoi,"July 21���23, 2010",Attended the ASEAN Post-Ministerial Conference and Regional Forum Ministerial. Discussed the Lower Mekong Initiative.,Vietnam,Hanoi,,sec-28,Hillary Rodham Clinton,2812,21.0277644,105.8341598,Hanoi,Vietnam,1,,,1.27968E+12,1.27986E+12,Wed Jul 21 2010 00:00:00 GMT-0400 (EDT),Fri Jul 23 2010 00:00:00 GMT-0400 (EDT),2
Egypt,Sharm el-Sheikh,"September 14���25, 2010",Participated in Israeli-Palestinian negotiations.,Egypt,Sharm el-Sheikh,,sec-28,Hillary Rodham Clinton,2813,27.9158175,34.3299505,Sharm El-Sheikh,Egypt,1,,,1.28444E+12,1.28539E+12,Tue Sep 14 2010 00:00:00 GMT-0400 (EDT),Sat Sep 25 2010 00:00:00 GMT-0400 (EDT),11
Israel,Jerusalem,"September 15���16, 2010",Met with President Peres and participated in Israeli-Palestinian negotiations.,Israel,Jerusalem,,sec-28,Hillary Rodham Clinton,2814,31.768319,35.21371,Jerusalem,Israel,1,,,1.28452E+12,1.28461E+12,Wed Sep 15 2010 00:00:00 GMT-0400 (EDT),Thu Sep 16 2010 00:00:00 GMT-0400 (EDT),1
Palestinian Authority,Ramallah,16-Sep-10,Met with President Abbas and Prime Minister Fayyad.,Palestinian Authority,Ramallah,,sec-28,Hillary Rodham Clinton,2815,31.9037641,35.2034184,Ramallah,,1,,,1.28461E+12,1.2847E+12,Thu Sep 16 2010 00:00:00 GMT-0400 (EDT),Fri Sep 17 2010 00:00:00 GMT-0400 (EDT),1
Jordan,Amman,"September 16���17, 2010",Met with King Abdullah II.,Jordan,Amman,,sec-28,Hillary Rodham Clinton,2816,31.9453666,35.9283716,Amman,Jordan,1,,,1.28461E+12,1.2847E+12,Thu Sep 16 2010 00:00:00 GMT-0400 (EDT),Fri Sep 17 2010 00:00:00 GMT-0400 (EDT),1
Bosnia-Herzegovina,Sarajevo,12-Oct-10,"Dedicated new embassy compound, met with senior officials and with civil society representatives.",Bosnia-Herzegovina,Sarajevo,,sec-28,Hillary Rodham Clinton,2817,43.8562586,18.4130763,Sarajevo,Bosnia and Herzegovina,1,,,1.28686E+12,1.28694E+12,Tue Oct 12 2010 00:00:00 GMT-0400 (EDT),Wed Oct 13 2010 00:00:00 GMT-0400 (EDT),1
Serbia,Belgrade,"October 12���13, 2010",Met with President Tadic.,Serbia,Belgrade,,sec-28,Hillary Rodham Clinton,2818,44.786568,20.4489216,Belgrade,Serbia,1,,,1.28686E+12,1.28694E+12,Tue Oct 12 2010 00:00:00 GMT-0400 (EDT),Wed Oct 13 2010 00:00:00 GMT-0400 (EDT),1
Kosovo,Pristina,13-Oct-10,Met with Prime Minister Faci and with civil society representatives.,Kosovo,Pristina,,sec-28,Hillary Rodham Clinton,2819,42.6629138,21.1655028,Prishtina,,1,,,1.28694E+12,1.28703E+12,Wed Oct 13 2010 00:00:00 GMT-0400 (EDT),Thu Oct 14 2010 00:00:00 GMT-0400 (EDT),1
Belgium,Brussels,"October 13���14, 2010",Attended a NATO Ministerial meeting and met with the European Council President and the High Representative for Foreign Affairs.,Belgium,Brussels,,sec-28,Hillary Rodham Clinton,2820,50.8503463,4.3517211,,Belgium,1,,,1.28694E+12,1.28703E+12,Wed Oct 13 2010 00:00:00 GMT-0400 (EDT),Thu Oct 14 2010 00:00:00 GMT-0400 (EDT),1
Vietnam,Hanoi,"October 29���30, 2010",Attended the East Asia Summit and the Lower Mekong Initiative meetings.,Vietnam,Hanoi,,sec-28,Hillary Rodham Clinton,2821,21.0277644,105.8341598,Hanoi,Vietnam,1,,,1.28832E+12,1.28841E+12,Fri Oct 29 2010 00:00:00 GMT-0400 (EDT),Sat Oct 30 2010 00:00:00 GMT-0400 (EDT),1
"China, People�۪s Republic of",Hainan,30-Oct-10,Met with State Councilor Dai Bingguo.,"China, People�۪s Republic of",Hainan,,sec-28,Hillary Rodham Clinton,2822,20.017378,110.349229,,China,1,,,1.28841E+12,1.2885E+12,Sat Oct 30 2010 00:00:00 GMT-0400 (EDT),Sun Oct 31 2010 00:00:00 GMT-0400 (EDT),1
Cambodia,"Phnom Penh, Angkor Wat","October 30���November 1, 2010",Met with Deputy Prime Minister and Foreign Minister Namhong.,Cambodia,"Phnom Penh, Angkor Wat",,sec-28,Hillary Rodham Clinton,2823,,,,,,,1,1.28841E+12,1.28858E+12,Sat Oct 30 2010 00:00:00 GMT-0400 (EDT),Mon Nov 01 2010 00:00:00 GMT-0400 (EDT),2
Cambodia,"Phnom Penh, Angkor Wat","October 30���November 1, 2010",Met with Deputy Prime Minister and Foreign Minister Namhong.,Cambodia,Phnom Penh,,sec-28,Hillary Rodham Clinton,2824,11.5448729,104.8921668,Phnom Penh,Cambodia,1,1,,1.28841E+12,1.2885E+12,Sat Oct 30 2010 00:00:00 GMT-0400 (EDT),Sun Oct 31 2010 00:00:00 GMT-0400 (EDT),1
Cambodia,"Phnom Penh, Angkor Wat","October 30���November 1, 2010",Met with Deputy Prime Minister and Foreign Minister Namhong.,Cambodia,Angkor Wat,,sec-28,Hillary Rodham Clinton,2825,,,,,,1,,1.2885E+12,1.28858E+12,Sun Oct 31 2010 00:00:00 GMT-0400 (EDT),Mon Nov 01 2010 00:00:00 GMT-0400 (EDT),1
Malaysia,Kuala Lumpur,"November 1���3, 2010",Met with Foreign Minister Aman.,Malaysia,Kuala Lumpur,,sec-28,Hillary Rodham Clinton,2826,3.139003,101.686855,Kuala Lumpur,Malaysia,1,,,1.28858E+12,1.28876E+12,Mon Nov 01 2010 00:00:00 GMT-0400 (EDT),Wed Nov 03 2010 00:00:00 GMT-0400 (EDT),2
Papua New Guinea,Port Moresby,3-Nov-10,Met with Prime Minister Somare and visited a mangrove reforestation project.,Papua New Guinea,Port Moresby,,sec-28,Hillary Rodham Clinton,2827,-9.4780123,147.1506542,Port Moresby,Papua New Guinea,1,,,1.28876E+12,1.28884E+12,Wed Nov 03 2010 00:00:00 GMT-0400 (EDT),Thu Nov 04 2010 00:00:00 GMT-0400 (EDT),1
New Zealand,"Wellington, Christchurch","November 3���5, 2010",Met with Prime Minister Key and Foreign Minister McCully. Visited the U.S. Antarctic Center.,New Zealand,"Wellington, Christchurch",,sec-28,Hillary Rodham Clinton,2828,,,,,,,1,1.28876E+12,1.28893E+12,Wed Nov 03 2010 00:00:00 GMT-0400 (EDT),Fri Nov 05 2010 00:00:00 GMT-0400 (EDT),2
New Zealand,"Wellington, Christchurch","November 3���5, 2010",Met with Prime Minister Key and Foreign Minister McCully. Visited the U.S. Antarctic Center.,New Zealand,Wellington,,sec-28,Hillary Rodham Clinton,2829,-41.2864603,174.776236,Wellington,New Zealand,1,1,,1.28876E+12,1.28884E+12,Wed Nov 03 2010 00:00:00 GMT-0400 (EDT),Thu Nov 04 2010 00:00:00 GMT-0400 (EDT),1
New Zealand,"Wellington, Christchurch","November 3���5, 2010",Met with Prime Minister Key and Foreign Minister McCully. Visited the U.S. Antarctic Center.,New Zealand,Christchurch,,sec-28,Hillary Rodham Clinton,2830,-43.5320544,172.6362254,Christchurch,New Zealand,1,1,,1.28884E+12,1.28893E+12,Thu Nov 04 2010 00:00:00 GMT-0400 (EDT),Fri Nov 05 2010 00:00:00 GMT-0400 (EDT),1
Australia,Melbourne,"November 5���7, 2010",Attended the Australia-United States Ministerial Consultation. Met with the Prime Minister Gillard and Foreign Minister Rudd.,Australia,Melbourne,,sec-28,Hillary Rodham Clinton,2831,-37.8136276,144.9630576,,Australia,1,,,1.28893E+12,1.2891E+12,Fri Nov 05 2010 00:00:00 GMT-0400 (EDT),Sun Nov 07 2010 00:00:00 GMT-0400 (EDT),2
Portugal,Lisbon,"November 18���20, 2010","Attended the NATO and U.S.-European Union Summits, the NATO-Russia Summit, and the International Security Assistance Force Summit.",Portugal,Lisbon,,sec-28,Hillary Rodham Clinton,2832,38.7222524,-9.1393366,Lisbon,Portugal,1,,,1.29006E+12,1.29023E+12,Thu Nov 18 2010 00:00:00 GMT-0500 (EST),Sat Nov 20 2010 00:00:00 GMT-0500 (EST),2
Kazakhstan,Astana,"November 30���December 2, 2010",Led the U.S. delegation to the OSCE. Met with President Nazarbayev and Foreign Minister Saudabayev.,Kazakhstan,Astana,,sec-28,Hillary Rodham Clinton,2833,51.1605227,71.4703558,Astana,Kazakhstan,1,,,1.29109E+12,1.29127E+12,Tue Nov 30 2010 00:00:00 GMT-0500 (EST),Thu Dec 02 2010 00:00:00 GMT-0500 (EST),2
Kyrgyz Republic,Bishkek,2-Dec-10,Met with President Otunbayeva and addressed U.S. military personnel at the Manas Transit Center.,Kyrgyz Republic,Bishkek,,sec-28,Hillary Rodham Clinton,2834,42.8746212,74.5697617,Bishkek,Kyrgyzstan,1,,,1.29127E+12,1.29135E+12,Thu Dec 02 2010 00:00:00 GMT-0500 (EST),Fri Dec 03 2010 00:00:00 GMT-0500 (EST),1
Uzbekistan,Tashkent,2-Dec-10,Met with President Karimov.,Uzbekistan,Tashkent,,sec-28,Hillary Rodham Clinton,2835,41.2994958,69.2400734,Tashkent,Uzbekistan,1,,,1.29127E+12,1.29135E+12,Thu Dec 02 2010 00:00:00 GMT-0500 (EST),Fri Dec 03 2010 00:00:00 GMT-0500 (EST),1
Bahrain,Manama,"December 3���4, 2010",Met with Foreign Minister al-Khalifa. Delivered the keynote address at the Manama Dialogue 2010.,Bahrain,Manama,,sec-28,Hillary Rodham Clinton,2836,26.2285161,50.5860497,Manama,Bahrain,1,,,1.29135E+12,1.29144E+12,Fri Dec 03 2010 00:00:00 GMT-0500 (EST),Sat Dec 04 2010 00:00:00 GMT-0500 (EST),1
Canada,Wakefield (Quebec),13-Dec-10,Attended the North American Foreign Ministers�۪ Meeting,Quebec,Wakefield,,sec-28,Hillary Rodham Clinton,2837,45.631541,-75.92399,Wakefield,Canada,1,,,1.29222E+12,1.2923E+12,Mon Dec 13 2010 00:00:00 GMT-0500 (EST),Tue Dec 14 2010 00:00:00 GMT-0500 (EST),1
Brazil,Brasilia,1-Jan-11,Attended the inauguration of President Rouseff.,Brazil,Brasilia,,sec-28,Hillary Rodham Clinton,2838,-15.7942287,-47.8821658,Bras�_lia,Brazil,1,,,1.29386E+12,1.29394E+12,Sat Jan 01 2011 00:00:00 GMT-0500 (EST),Sun Jan 02 2011 00:00:00 GMT-0500 (EST),1
United Arab Emirates,Abu Dhabi,"January 9���11, 2011",Addressed the Masdar Institute.,United Arab Emirates,Abu Dhabi,,sec-28,Hillary Rodham Clinton,2839,24.453884,54.3773438,Abu Dhabi,United Arab Emirates,1,,,1.29455E+12,1.29472E+12,Sun Jan 09 2011 00:00:00 GMT-0500 (EST),Tue Jan 11 2011 00:00:00 GMT-0500 (EST),2
Yemen,Sana'a,11-Jan-11,Met with President Saleh. Addressed a Town Meeting.,Yemen,Sana'a,,sec-28,Hillary Rodham Clinton,2840,15.3694451,44.1910066,Sana'a,Yemen,1,,,1.29472E+12,1.29481E+12,Tue Jan 11 2011 00:00:00 GMT-0500 (EST),Wed Jan 12 2011 00:00:00 GMT-0500 (EST),1
Oman,Muscat,12-Jan-11,Addressed a Town Meeting with Omani Civil Society.,Oman,Muscat,,sec-28,Hillary Rodham Clinton,2841,23.58589,58.4059227,Muscat,Oman,1,,,1.29481E+12,1.29489E+12,Wed Jan 12 2011 00:00:00 GMT-0500 (EST),Thu Jan 13 2011 00:00:00 GMT-0500 (EST),1
Qatar,Doha,"January 12���13, 2011",Met with Prime Minister al-Thani. Addressed the Seventh Forum for the Future.,Qatar,Doha,,sec-28,Hillary Rodham Clinton,2842,25.2854473,51.5310398,Doha,Qatar,1,,,1.29481E+12,1.29489E+12,Wed Jan 12 2011 00:00:00 GMT-0500 (EST),Thu Jan 13 2011 00:00:00 GMT-0500 (EST),1
Mexico,Guanajuato,24-Jan-11,Met with Foreign Secretary Espinosa.,Mexico,Guanajuato,,sec-28,Hillary Rodham Clinton,2843,21.0190145,-101.2573586,Guanajuato,Mexico,1,,,1.29585E+12,1.29593E+12,Mon Jan 24 2011 00:00:00 GMT-0500 (EST),Tue Jan 25 2011 00:00:00 GMT-0500 (EST),1
Haiti,Port-au-Prince,30-Jan-11,Met with President Preval and with political and civic leaders.,Haiti,Port-au-Prince,,sec-28,Hillary Rodham Clinton,2844,18.594395,-72.3074326,Port-au-Prince,Haiti,1,,,1.29636E+12,1.29645E+12,Sun Jan 30 2011 00:00:00 GMT-0500 (EST),Mon Jan 31 2011 00:00:00 GMT-0500 (EST),1
Germany,Munich,"February 5���6, 2011",Attended the Munich Security Conference and exchanged ratifications of the new START Treaty with Russian Foreign Minister Lavrov.,Germany,Munich,,sec-28,Hillary Rodham Clinton,2845,48.1351253,11.5819806,Munich,Germany,1,,,1.29688E+12,1.29697E+12,Sat Feb 05 2011 00:00:00 GMT-0500 (EST),Sun Feb 06 2011 00:00:00 GMT-0500 (EST),1
Switzerland,Geneva,28-Feb-11,Discussed the crisis in Libya and addressed the Conference on Disarmament and the UN Human Rights Council.,Switzerland,Geneva,,sec-28,Hillary Rodham Clinton,2846,46.2043907,6.1431577,Geneva,Switzerland,1,,,1.29887E+12,1.29896E+12,Mon Feb 28 2011 00:00:00 GMT-0500 (EST),Tue Mar 01 2011 00:00:00 GMT-0500 (EST),1
France,Paris,"March 14���15, 2011",Attended a G-8 Foreign Ministers�۪ Meeting.,France,Paris,,sec-28,Hillary Rodham Clinton,2847,48.856614,2.3522219,Paris,France,1,,,1.30008E+12,1.30016E+12,Mon Mar 14 2011 00:00:00 GMT-0400 (EDT),Tue Mar 15 2011 00:00:00 GMT-0400 (EDT),1
Egypt,Cairo,"March 15���17, 2011","Met with Prime Minister Sharaf, Foreign Minister al-Araby, and civic leaders.",Egypt,Cairo,,sec-28,Hillary Rodham Clinton,2848,30.0444196,31.2357116,Cairo,Egypt,1,,,1.30016E+12,1.30033E+12,Tue Mar 15 2011 00:00:00 GMT-0400 (EDT),Thu Mar 17 2011 00:00:00 GMT-0400 (EDT),2
Tunisia,Tunis,17-Mar-11,Met with Prime Minister Kefi.,Tunisia,Tunis,,sec-28,Hillary Rodham Clinton,2849,36.8064948,10.1815316,Tunis,Tunisia,1,,,1.30033E+12,1.30042E+12,Thu Mar 17 2011 00:00:00 GMT-0400 (EDT),Fri Mar 18 2011 00:00:00 GMT-0400 (EDT),1
France,Paris,19-Mar-11,Attended a Summit Meeting on the Libyan Crisis.,France,Paris,,sec-28,Hillary Rodham Clinton,2850,48.856614,2.3522219,Paris,France,1,,,1.30051E+12,1.30059E+12,Sat Mar 19 2011 00:00:00 GMT-0400 (EDT),Sun Mar 20 2011 00:00:00 GMT-0400 (EDT),1
United Kingdom,London,29-Mar-11,Attended the International Conference on the Libyan Crisis.,United Kingdom,London,,sec-28,Hillary Rodham Clinton,2851,51.5073509,-0.1277583,London,United Kingdom,1,,,1.30137E+12,1.30146E+12,Tue Mar 29 2011 00:00:00 GMT-0400 (EDT),Wed Mar 30 2011 00:00:00 GMT-0400 (EDT),1
Germany,Berlin,"April 14���15, 2011",Attended a NATO Foreign Ministers�۪ Meeting and meetings of the NATO-Georgia and NATO Ukraine Commisions and the NATO-Russia Council. Attended a memorial Service for Ambassador Holbrooke and received the Rathenau Prize.,Germany,Berlin,,sec-28,Hillary Rodham Clinton,2852,52.5200066,13.404954,Berlin,Germany,1,,,1.30275E+12,1.30284E+12,Thu Apr 14 2011 00:00:00 GMT-0400 (EDT),Fri Apr 15 2011 00:00:00 GMT-0400 (EDT),1
"Korea, Republic of",Seoul,"April 16���17, 2011",Met with President Lee and Foreign Minister Kim.,"Korea, Republic of",Seoul,,sec-28,Hillary Rodham Clinton,2853,37.566535,126.9779692,Seoul,South Korea,1,,,1.30293E+12,1.30301E+12,Sat Apr 16 2011 00:00:00 GMT-0400 (EDT),Sun Apr 17 2011 00:00:00 GMT-0400 (EDT),1
Japan,Tokyo,17-Apr-11,Met with Prime Minister Kan and Foreign Minister Matsumoto.,Japan,Tokyo,,sec-28,Hillary Rodham Clinton,2854,35.6894875,139.6917064,,Japan,1,,,1.30301E+12,1.3031E+12,Sun Apr 17 2011 00:00:00 GMT-0400 (EDT),Mon Apr 18 2011 00:00:00 GMT-0400 (EDT),1
Italy,Rome,"May 5���6, 2011",Attended a Libya Contact Group Meeting.,Italy,Rome,,sec-28,Hillary Rodham Clinton,2855,41.9027835,12.4963655,Rome,Italy,1,,,1.30457E+12,1.30465E+12,Thu May 05 2011 00:00:00 GMT-0400 (EDT),Fri May 06 2011 00:00:00 GMT-0400 (EDT),1
Denmark (Greenland),Nuuk,"May 11���12, 2011",Attended the Seventh Ministerial Meeting of the Arctic Council. Signed Arctic Search and Rescue Agreement.,Denmark Greenland,Nuuk,,sec-28,Hillary Rodham Clinton,2856,64.1814099,-51.694138,Nuuk,Greenland,1,,,1.30509E+12,1.30517E+12,Wed May 11 2011 00:00:00 GMT-0400 (EDT),Thu May 12 2011 00:00:00 GMT-0400 (EDT),1
United Kingdom,London,"May 23���25, 2011",Accompanied President Obama on a State Visit.,United Kingdom,London,,sec-28,Hillary Rodham Clinton,2857,51.5073509,-0.1277583,London,United Kingdom,1,,,1.30612E+12,1.3063E+12,Mon May 23 2011 00:00:00 GMT-0400 (EDT),Wed May 25 2011 00:00:00 GMT-0400 (EDT),2
France,Paris,"May 25���26, 2011",Attended the 5oth Anniversary OECD Ministerial Meeting. Inaugurated UNESCO�۪s Global Partnership for Girls�۪ and Women�۪s Education.,France,Paris,,sec-28,Hillary Rodham Clinton,2858,48.856614,2.3522219,Paris,France,1,,,1.3063E+12,1.30638E+12,Wed May 25 2011 00:00:00 GMT-0400 (EDT),Thu May 26 2011 00:00:00 GMT-0400 (EDT),1
Pakistan,Islamabad,27-May-11,Met with President Zardari and Pakistani government and military leaders.,Pakistan,Islamabad,,sec-28,Hillary Rodham Clinton,2859,33.7293882,73.0931461,Islamabad,Pakistan,1,,,1.30647E+12,1.30656E+12,Fri May 27 2011 00:00:00 GMT-0400 (EDT),Sat May 28 2011 00:00:00 GMT-0400 (EDT),1
United Arab Emirates,Abu Dhabi,"June 9���10, 2011",Attended a meeting of the Libya Contact Group.,United Arab Emirates,Abu Dhabi,,sec-28,Hillary Rodham Clinton,2860,24.453884,54.3773438,Abu Dhabi,United Arab Emirates,1,,,1.30759E+12,1.30768E+12,Thu Jun 09 2011 00:00:00 GMT-0400 (EDT),Fri Jun 10 2011 00:00:00 GMT-0400 (EDT),1
Zambia,Lusaka,"June 10���11, 2011",Attended a meeting of the African Growth and Opportunity Act Ministerial Forum. Met with President Banda.,Zambia,Lusaka,,sec-28,Hillary Rodham Clinton,2861,-15.3875259,28.3228165,Lusaka,Zambia,1,,,1.30768E+12,1.30776E+12,Fri Jun 10 2011 00:00:00 GMT-0400 (EDT),Sat Jun 11 2011 00:00:00 GMT-0400 (EDT),1
Tanzania,Dar es Salaam,"June 11���13, 2011","Attended a meeting on nutrition and the 1,000 Days Initiative. Met with President Kikwete.",Tanzania,Dar es Salaam,,sec-28,Hillary Rodham Clinton,2862,-6.792354,39.2083284,Dar es Salaam,Tanzania,1,,,1.30776E+12,1.30794E+12,Sat Jun 11 2011 00:00:00 GMT-0400 (EDT),Mon Jun 13 2011 00:00:00 GMT-0400 (EDT),2
